Index	Question	Options	Answer	Answer Explanation
109	下面哪个单位领导全国的飞行管制工作 {{c1::C}}	国务院||民航局||国务院和中央军委空中交通管制委员会	3	《中华人民共和国飞行基本规则》第四条　国务院、中央军事委员会空中交通管制委员会领导全国的飞行管制工作。
110	中华人民共和国境内的飞行管制 {{c1::A}}	由中国人民解放军空军统一组织实施，各有关飞行管制部门按照各自的职责分工提供空中交通管制服务||由国务院﹑中央军委空中交通管制委员会统一组织实施，各有关飞行管制部门按照各自的职责分工提供空中交通管制服务||由中国民用航空总局空中交通管理局统一组织实施，各有关飞行管制部门按照各自的职责分工提供空中交通管制服务	1	《中华人民共和国飞行基本规则》第二十八条规定：中华人民共和国境内的飞行管制，由中国人民解放军空军统一组织实施，各有关飞行管制部门按照各自的职责分工提供空中交通管制服务。
111	民用航空的不定期运输飞行，由（  ）批准，报（  ）备案 {{c1::A}}	民航局，中国人民解放军空军||地区管理局，民航局||民航局，国务院	1	《中华人民共和国飞行基本规则》第三十五条 民用航空的班期飞行，按照规定的航路、航线和班期时刻表进行；民用航空的不定期运输飞行，由国务院民用航空主管部门批准，报中国人民解放军空军备案；涉及其他航空管理部门的，还应当报其他航空管理部门备案。
112	转场航空器的起飞，机场区域内、外飞行的开始和结束，均应当遵守预定的时间；需要提前或者推迟起飞时间的 {{c1::A}}	应当经上一级飞行管制部门的许可||应当经区域管制部门的许可||应当经地区管理局调度室的许可	1	《中华人民共和国飞行基本规则》第三十八条：转场航空器的起飞，机场区域内、外飞行的开始和结束，均应当遵守预定的时间；需要提前或者推迟起飞时间的，应当经上一级飞行管制部门的许可。
113	转场航空器超过预定起飞时间（  ）仍未起飞，又未申请延期的，其原飞行申请失效 {{c1::B}}	半小时||一小时||两小时	2	《中华人民共和国飞行基本规则》第三十八条：转场航空器超过预定起飞时间一小时仍未起飞，又未申请延期的，其原飞行申请失效。
114	飞行申请的内容包括 {{c1::B}}	任务性质、航空器型别、装载情况、飞行范围、起止时间、飞行高度和飞行条件||任务性质、航空器型别、飞行范围、起止时间、飞行高度和飞行条件||任务性质、航空器型别、装载情况、起止时间、飞行高度和飞行条件	2	《中华人民共和国飞行基本规则》第三十九条：飞行申请的内容包括：任务性质、航空器型别、飞行范围、起止时间、飞行高度和飞行条件等。
115	无识别标志的航空器因特殊情况需要飞行的 {{c1::B}}	必须经相关管制单位批准||必须经中国人民解放军空军批准||必须经中国民用航空总局空中交通管理局批准	2	《中华人民共和国飞行基本规则》第四十一条：无识别标志的航空器因特殊情况需要飞行的，必须经中国人民解放军空军批准。
116	接受转场飞行航空器降落的机场，必须在航空器到达机场（  ）以前，做好保障降落的各项准备工作。 {{c1::A}}	30分钟||45分钟||1小时	1	《中华人民共和国飞行基本规则》第四十六条：接受转场飞行航空器降落的机场，必须在航空器到达机场30分钟以前，做好保障降落的各项准备工作。
117	昼间飞行，在航空器起飞、降落前，水平能见度小于（  ）的，应当打开机场全部障碍标志灯。 {{c1::B}}	1.5公里||2公里||3公里	2	《中华人民共和国飞行基本规则》第四十七条：昼间飞行，在航空器起飞、降落前，水平能见度小于2公里的，应当打开机场全部障碍标志灯。
118	飞行人员（  ），必须同空中交通管制员或者飞行指挥员保持无线电通信联络，并且严格遵守通信纪律 {{c1::B}}	在整个飞行阶段||自起飞前开车起到着陆后关车止||进入驾驶舱后到飞行结束离开驾驶舱	2	《中华人民共和国飞行基本规则》第四十八条：飞行人员自起飞前开车起到着陆后关车止，必须同空中交通管制员或者飞行指挥员保持无线电通信联络，并且严格遵守通信纪律。
119	航空器滑行或者牵引时，滑行速度应当按照相应航空器的飞行手册或者飞行员驾驶守则执行；在障碍物附近滑行，速度不得超过 {{c1::A}}	每小时15公里||每小时20公里||每小时50公里	1	"《中华人民共和国飞行基本规则》第四十九条：飞行员开车滑行，必须经空中交通管制员或者飞行指挥员许可。滑行或者牵引时，应当遵守下列规定：
（二）滑行速度应当按照相应航空器的飞行手册或者飞行员驾驶守则执行；在障碍物附近滑行，速度不得超过每小时15公里。"
120	航空器滑行或者牵引时，航空器对头相遇，应当各自靠（  ）侧滑行，并且保持必要的安全间隔；航空器交叉相遇，飞行员从座舱（  ）侧看到另一架航空器时应当停止滑行，主动避让。 {{c1::A}}	右，左||右，右||左，右	1	"《中华人民共和国飞行基本规则》第四十九条：飞行员开车滑行，必须经空中交通管制员或者飞行指挥员许可。滑行或者牵引时，应当遵守下列规定：
（三）航空器对头相遇，应当各自靠右侧滑行，并且保持必要的安全间隔；航空器交叉相遇，飞行员从座舱左侧看到另一架航空器时应当停止滑行，主动避让。"
121	飞机跟进滑行，后机不得超越前机，前后飞机的距离一般不得小于 {{c1::B}}	30米||50米||80米	2	"《中华人民共和国飞行基本规则》第四十九条　飞行员开车滑行，必须经空中交通管制员或者飞行指挥员许可。滑行或者牵引时，应当遵守下列规定：
（四）两架以上航空器跟进滑行，后航空器不得超越前航空器，后航空器与前航空器的距离，不得小于50米。"
122	民用航空器必须具有民航局颁发的（ ）方可飞行 {{c1::C}}	机场使用许可证||经营许可证||适航证	3	"《中华人民共和国民用航空法》第九十条规定：从事飞行的民用航空器，应当携带下列文件： 
（一）民用航空器国籍登记证书； 
（二）民用航空器适航证书； 
（三）机组人员相应的执照； 
（四）民用航空器航行记录簿； 
（五）装有无线电设备的民用航空器，其无线电台执照； 
（六）载有旅客的民用航空器，其所载旅客姓名及其出发地点和目的地点的清单； 
（七）载有货物的民用航空器，其所载货物的舱单和明细的申报单； 
（八）根据飞行任务应当携带的其他文件。 
民用航空器未按规定携带前款所列文件的，国务院民用航空主管部门或者其授权的地区民用航空管理机构可以禁止该民用航空器起飞。"
123	着陆或者复飞由（ ）最后决定，并且对其决定负责 {{c1::B}}	塔台管制员||机长||进近管制员	2	第91.5条 民用航空器机长的职责和权限(1)飞机上的机长：机长在舱门关闭后必须对机上所有机组成员、旅客和货物的安全负责。机长还必须在从飞机为起飞目的准备移动时起到飞行结束最终停止移动和作为主要推进部件的发动机停车时止的时间内，对飞机的运行和安全负责，并具有最终决定权。
124	机场的起落航线通常为（  ）航线，起落航线的飞行高度，通常为（  ）。 {{c1::C}}	左，300米至600米||右，300米至500米||左，300米至500米	3	《中华人民共和国飞行基本规则》第五十一条：机场的起落航线通常为左航线；若因地形、城市等条件的限制，或者为避免同邻近机场的起落航线交叉，也可以为右航线；起落航线的飞行高度，通常为300米至500米。
125	进行起落航线飞行时，禁止超越同型航空器；各航空器之间的距离，一般应当保持在（  ）以上。 {{c1::C}}	3000米||2000米||1500米	3	《中华人民共和国飞行基本规则》第五十一条：进行起落航线飞行时，禁止超越同型航空器；各航空器之间的距离，一般应当保持在1500米以上。
126	进行起落航线飞行时，经空中交通管制员或者飞行指挥员许可，速度大的航空器可以在第三转弯前超越速度小的航空器，超越时应当从前航空器的（  ）侧超越，其间隔不得小于（  ）。 {{c1::A}}	外，200米||内，200米||外，300米	1	《中华人民共和国飞行基本规则》第五十一条：经空中交通管制员或者飞行指挥员许可，速度大的航空器可以在第三转弯前超越速度小的航空器，超越时应当从前航空器的外侧超越，其间隔不得小于200米。除必须立即降落的航空器外，任何航空器不得从内侧超越前航空器。
127	对于备降的航空器，空中交通管制员、飞行指挥员或者航空公司签派员及其代理人，应当立即通知备降机场准备接受航空器降落，同时指示航空器 {{c1::B}}	飞往备降机场的航向和通知备降机场的天气情况||飞往备降机场的航向、飞行高度和通知备降机场的天气情况||飞往备降机场的航向、飞行高度、油量和通知备降机场的天气情况	2	《中华人民共和国飞行基本规则》第六十条：航空器因故不能在该机场降落的，空中交通管制员、飞行指挥员或者航空公司签派员及其代理人，应当立即通知备降机场准备接受航空器降落，同时指示航空器飞往备降机场的航向、飞行高度和通知备降机场的天气情况。
128	飞行任务书是许可飞行人员进行转场飞行和民用航空飞行的基本文件。飞行任务书由（  ）签发。 {{c1::B}}	驻机场航空单位或者航空公司的调度或签派部门||驻机场航空单位或者航空公司的负责人||驻机场航空单位或者航空公司的运行管理部门	2	《中华人民共和国飞行基本规则》第六十七条：飞行任务书是许可飞行人员进行转场飞行和民用航空飞行的基本文件。飞行任务书由驻机场航空单位或者航空公司的负责人签发。
129	在飞行任务书中，应当明确 {{c1::A}}	飞行任务、起飞时间、航线、高度、允许机长飞行的最低气象条件以及其他有关事项||飞行任务、飞行空速、起飞时间、航线、高度、允许机长飞行的最低气象条件以及其他有关事项||飞行任务、飞行空速、起飞时间、航线、允许机长飞行的最低气象条件以及其他有关事项	1	《中华人民共和国飞行基本规则》第六十七条：在飞行任务书中，应当明确飞行任务、起飞时间、航线、高度、允许机长飞行的最低气象条件以及其他有关事项。
130	航路、航线飞行或者转场飞行前，（  ）对飞行人员的飞行准备情况进行检查。飞行准备质量符合要求时，方可执行飞行任务。 {{c1::A}}	驻机场航空单位或者航空公司的负责人||局方监察员||机长	1	《中华人民共和国飞行基本规则》第六十八条规定：航路、航线飞行或者转场飞行前，驻机场航空单位或者航空公司的负责人应当亲自或者指定专人对飞行人员的飞行准备情况进行检查。飞行准备质量符合要求时，方可执行飞行任务。
131	飞行人员在飞行中必须遵守有关的飞行规则和飞行任务书中的各项规定，服从飞行指挥，准确实施领航，保持规定的航行诸元，注意观察空中情况，按照规定及时报告 {{c1::A}}	航空器位置、飞行情况和天气情况||航空器位置、飞行情况||航空器预定航路	1	《中华人民共和国飞行基本规则》第七十条规定：飞行人员在飞行中必须遵守有关的飞行规则和飞行任务书中的各项规定，服从飞行指挥，准确实施领航，保持规定的航行诸元，注意观察空中情况，按照规定及时报告航空器位置、飞行情况和天气情况，特别是危险天气现象及其发展情况。
132	目视飞行时，在同一高度上对头相遇，应当各自（  ）避让，并保持（  ）以上的间隔。 {{c1::A}}	向右，500米||向右，300米||向左，600米	1	《中华人民共和国飞行基本规则》第七十一条　目视飞行时，航空器应当按照下列规定避让：（一）在同一高度上对头相遇，应当各自向右避让，并保持500米以上的间隔。
133	目视飞行时，在同一高度上交叉相遇，飞行员从座舱（  ）看到另一架航空器时应当下降高度，从座舱（  ）看到另一架航空器时应当上升高度。 {{c1::A}}	左侧，右侧||右侧，左侧||左侧，左侧	1	《中华人民共和国飞行基本规则》第七十一条　目视飞行时，航空器应当按照下列规定避让：（二）在同一高度上交叉相遇，飞行员从座舱左侧看到另一架航空器时应当下降高度，从座舱右侧看到另一架航空器时应当上升高度。
134	目视飞行时，在同一高度上超越前航空器，应当从前航空器（  ）超越，并保持（  ）以上的间隔。 {{c1::A}}	右侧，500米||右侧，600米||左侧，300米	1	《中华人民共和国飞行基本规则》第七十一条　目视飞行时，航空器应当按照下列规定避让：（三）在同一高度上超越前航空器，应当从前航空器右侧超越，并保持500米以上的间隔。
135	起飞最低标准为跑道最初部分起飞滑跑的能见度。气象能见度低于（ ）米时，需以跑道视程为准。 {{c1::B}}	500||800||1000	2	《航空器机场运行最低标准的制定与实施规定》第六十九条  起飞最低标准为跑道最初部分起飞滑跑的能见度。气象能见度低于800米的天气条件均以跑道视程为准。
136	航路、航线飞行或者转场飞行的航空器的起飞，应当根据（  ）确定 {{c1::C}}	飞行人员和航空器的准备情况，起飞机场、降落机场和备降机场的准备情况﹑油量以及天气情况等||飞行人员的准备情况，起飞机场、降落机场和备降机场的准备情况以及天气情况等||飞行人员和航空器的准备情况，起飞机场、降落机场和备降机场的准备情况以及天气情况等	3	《中华人民共和国飞行基本规则》第六十九条：航路、航线飞行或者转场飞行的航空器的起飞，应当根据飞行人员和航空器的准备情况，起飞机场、降落机场和备降机场的准备情况以及天气情况等确定。
137	当天气情况不低于机长飞行的最低气象条件时，机长方可在（  ）以下进行目视飞行，飞行时航空器距离云层底部不得小于（  ）。 {{c1::C}}	300米，30米||600米，30米||300米，50米	3	《中华人民共和国飞行基本规则》第七十四条：当天气情况不低于机长飞行的最低气象条件时，机长方可在300米以下进行目视飞行，飞行时航空器距离云层底部不得小于50米。
138	航空器沿航路和固定航线飞行通过中途机场（  ）公里前，除有协议的外，飞行人员应当向该机场的空中交通管制员或者飞行指挥员报告预计通过的时间和高度。 {{c1::A}}	100至50||200至100||150至100	1	《中华人民共和国飞行基本规则》第七十五条：航空器沿航路和固定航线飞行通过中途机场100至50公里前，除有协议的外，飞行人员应当向该机场的空中交通管制员或者飞行指挥员报告预计通过的时间和高度。
139	飞行中，飞行人员因为与地面联络中断而飞往就近的备降机场降落，当保持原高度飞向备降机场不符合飞行高度层配备规定时 {{c1::B}}	应当上升到上一层高度飞向备降机场||应当下降到下一层高度飞向备降机场；因飞行安全高度所限不能下降到下一层高度的，应当上升至上一层高度飞向备降机场||因与地面联络中断，可以保持原高度飞向备降机场，由地面管制指挥其他飞机避让	2	《中华人民共和国飞行基本规则》第七十六条：飞行中，飞行人员与地面联络中断，可以停止执行飞行任务，返回原机场或者飞往就近的备降机场降落。当保持原高度飞向备降机场符合飞行高度层配备规定时，仍保持原高度飞行；当保持原高度飞向备降机场不符合飞行高度层配备规定时，应当下降到下一层高度飞向备降机场；因飞行安全高度所限不能下降到下一层高度的，应当上升至上一层高度飞向备降机场。
140	航路、航线飞行或者转场飞行的航空器降落后，机长或者其代理人必须到机场飞行管制部门或者航空公司办理以下工作 {{c1::C}}	报告飞行情况和航路、航线天气情况，送交飞行任务书和放行单||报告飞行情况和航路、航线天气情况，送交飞行任务书和飞行计划||报告飞行情况和航路、航线天气情况，送交飞行任务书和飞行天气报告表	3	《中华人民共和国飞行基本规则》第七十七条：航路、航线飞行或者转场飞行的航空器降落后，机长或者其代理人必须到机场飞行管制部门或者航空公司报告飞行情况和航路、航线天气情况，送交飞行任务书和飞行天气报告表。
141	航路、航线飞行或者转场飞行的水平间隔，由（  ）拟定，报（  ）批准。 {{c1::A}}	中国人民解放军空军会同国务院民用航空主管部门，国务院和中央军事委员会空中交通管制委员会||民航局，中国人民解放军空军||民航局，国务院	1	《中华人民共和国飞行基本规则》第八十一条：航路、航线飞行或者转场飞行的水平间隔，由中国人民解放军空军会同国务院民用航空主管部门拟定，报国务院、中央军事委员会空中交通管制委员会批准。
142	飞行的安全高度是避免航空器与地面障碍物相撞的 {{c1::C}}	航图网格最低飞行高度||最低飞行安全高度||最低飞行高度	3	《中华人民共和国飞行基本规则》第八十二条：飞行的安全高度是避免航空器与地面障碍物相撞的最低飞行高度。
143	航路、航线飞行或者转场飞行的航空器，在航路中心线、航线两侧各25公里以内的最高标高不超过（  ），大气压力不低于1000百帕（750毫米水银柱）的，允许在（  ）的高度层内飞行 {{c1::A}}	100米    600米||150米    600米||200米    600米	1	《中华人民共和国飞行基本规则》第八十三条：航路、航线飞行或者转场飞行的航空器，在航路中心线、航线两侧各25公里以内的最高标高不超过100米，大气压力不低于1000百帕（750毫米水银柱）的，允许在600米的高度层内飞行；当最高标高超过100米，大气压力低于1000百帕（750毫米水银柱）的，飞行最低的高度层必须相应提高，保证飞行的真实高度不低于安全高度。
144	飞行高度层应当根据（  ）配备 {{c1::C}}	航线或航路走向、航空器性能、飞行区域以及航线的地形、天气和飞行情况等||飞行任务的性质、航空器等级、飞行区域以及航线的地形、天气和飞行情况等||飞行任务的性质、航空器性能、飞行区域以及航线的地形、天气和飞行情况等	3	《中华人民共和国飞行基本规则》第八十四条：飞行高度层应当根据飞行任务的性质、航空器性能、飞行区域以及航线的地形、天气和飞行情况等配备。
145	航路、航线飞行或者转场飞行的航空器起飞后，在未规定过渡高度或者过渡高的机场，航空器应当 {{c1::A}}	上升到距该机场道面600米高度时，应当将航空器上气压高度表的标准海平面气压值调整到固定指标，然后再继续上升到规定的飞行高度层||上升到距该机场道面900米高度时，应当将航空器上气压高度表的标准海平面气压值调整到固定指标，然后再继续上升到规定的飞行高度层||上升到距该机场道面1200米高度时，应当将航空器上气压高度表的标准海平面气压值调整到固定指标，然后再继续上升到规定的飞行高度层	1	《中华人民共和国飞行基本规则》第八十六条：航路、航线飞行或者转场飞行的航空器起飞后，在未规定过渡高度或者过渡高的机场上升到距该机场道面600米高度时，应当将航空器上气压高度表的标准海平面气压值调整到固定指标，然后再继续上升到规定的飞行高度层；规定有过渡高度或者过渡高的机场，在上升至过渡高度或者过渡高时，应当将气压高度表调整到标准海平面气压值。
146	航路、航线飞行或者转场飞行时，因航空器故障、积冰、绕飞雷雨区等原因需要改变飞行高度层，飞行管制部门允许航空器改变飞行高度层时，必须明确改变的高度层以及（  ） {{c1::C}}	改变高度层的地段和速度||改变高度层的速度和时间||改变高度层的地段和时间	3	《中华人民共和国飞行基本规则》第八十八条：航路、航线飞行或者转场飞行时，因航空器故障、积冰、绕飞雷雨区等原因需要改变飞行高度层的，机长应当向飞行管制部门报告原因和当时航空器的准确位置，请求另行配备飞行高度层。飞行管制部门允许航空器改变飞行高度层时，必须明确改变的高度层以及改变高度层的地段和时间。
147	航空器请求着陆的辅助联络符号和信号是 {{c1::A}}	通过跑道上空，昼间摇摆航空器，夜间闪烁航行灯或者打开着陆灯||通过跑道上空并发射绿色信号弹||昼间通过跑道上空并放下起落架，夜间打开着陆灯	1	航空器请求着陆的辅助联络符号和信号是，昼间通过跑道上空并且摇摆航空器，夜间通过跑道上空并且闪烁航行灯或者打开着陆灯。
148	航空器在中华人民共和国境外遇险时，应当使用国际通用的遇险信号和频率。在海上飞行遇险时，设备允许的，还应当 {{c1::B}}	使用121.5兆赫频率发出遇险信号||使用500千赫频率发出遇险信号||使用900千赫频率发出遇险信号	2	《中华人民共和国飞行基本规则》第一百零三条：航空器在中华人民共和国境外遇险时，应当使用国际通用的遇险信号和频率。在海上飞行遇险时，设备允许的，还应当使用500千赫频率发出遇险信号。
149	《航空器机场运行最低标准的制定与实施规定》由（  ）发布 {{c1::B}}	全国人大常委会||民航局||国务院	2	《航空器机场运行最低标准的制定与实施规定》由中国民用航空局发布。
150	为提高民用飞机全天候运行的安全水平和航行的标准化程度，规范机场运行标准和实施程序，根据（  ）制定《航空器机场运行最低标准的制定与实施规定》。 {{c1::A}}	中华人民共和国民用航空法||中华人民共和国飞行基本规则||中华人民共和国一般运行和飞行规则	1	CCAR-97部第一条 为提高民用飞机全天候运行的安全水平和航行的标准化程度，规范机场运行标准和实施程序，根据《中华人民共和国民用航空法》第三条制定本规定。
151	"中国民用航空局公布机场运行最低标准时应考虑的因素包括
①飞机的机型、性能和操纵特性；
②所用跑道的尺寸和特性；
③可用的目视助航和无线电导航设施的性能和满足要求的程度；
④机场用于气象测报的设备； {{c1::C}}"	①②③④||①②③||②③④	3	中国民航局公布机场运行最低标准时不会考虑具体机型的机载设备、飞行性能、飞行机组的技术水平和飞行经验，这些因素应当由各航空营运人确定其所用机场的运行最低标准（公司标准）时予以考虑
152	我国制定与实施机场最低运行标准的法规依据 {{c1::A}}	《机场运行最低标准的制定与实施规定》（20号令）||《飞行区技术等级要求》||《中国民用航空空中交通管理规则》（86号令）	1	《机场运行最低标准的制定与实施规定》为我国制定与实施机场最低运行标准提供了法律依据。
153	《民用航空器驾驶员和地面教员合格审定规则》由（  ）发布 {{c1::B}}	全国人大常委会||民航局||国务院	2	《民用航空器驾驶员和地面教员合格审定规则》由中国民用航空局发布。
154	《民用航空器驾驶员和地面教员合格审定规则》制定的依据是 {{c1::C}}	中华人民共和国宪法||中华人民共和国飞行基本规则||中华人民共和国民用航空法	3	CCAR-61部第61.1条 目的和依据：为了规范民用航空器驾驶员和地面教员的合格审定工作，根据《中华人民共和国民用航空法》制定本规则。
155	驾驶员、地面教员执照的颁发和管理由哪个单位负责 {{c1::C}}	飞行部或飞行队||飞行单位的训练部门||局方	3	"CCAR-61部第61.3条 适用范围
(a) 本规则适用于中国民用航空局（以下简称民航局）和民用航空地区管理局（以下简称地区管理局）及地区管理局派出机构（上述所有机构以下统称局方）对民用航空器驾驶员和地面教员执照的颁发与管理。"
156	哪个单位统一管理民用航空器驾驶员和地面教员合格审定工作，负责全国民用航空器驾驶员和地面教员的执照和等级的颁发与管理工作。 {{c1::C}}	民航局运输司||地区管理局飞标处||民航局飞标司	3	CCAR-61部第61.5条 机构与职责：(a) 民航局飞行标准职能部门统一管理民用航空器驾驶员和地面教员合格审定工作，负责全国民用航空器驾驶员和地面教员的执照和等级的颁发与管理工作。
157	训练时间，是指受训人在下列哪方面从授权教员处接受训练的时间 {{c1::C}}	飞行中||地面上、飞行模拟机或飞行训练器上||飞行中、地面上，飞行模拟机或飞行练习器上	3	CCAR-61部第61.7条 定义：(c)训练时间，是指受训人在飞行中、地面上、飞行模拟机或飞行训练器上从授权教员处接受训练的时间。
158	飞行经历时间是 {{c1::A}}	在航空器、飞行模拟机或飞行训练器上获取的在座飞行时间||飞行时间||训练时间	1	CCAR-61部第61.7条 定义：(f) 飞行经历时间，是指为符合航空人员执照、等级、定期检查或近期飞行经历要求中的训练和飞行时间要求，在航空器、飞行模拟机或飞行训练器上所获得的在座飞行时间，这些时间应当是作为飞行机组必需成员的时间，或在航空器、飞行模拟机或飞行训练器上从授权教员处接受训练或作为授权教员在驾驶员座位上提供教学的时间。
159	飞行时间的含义是指 {{c1::A}}	从航空器自装载地点开始滑行直到飞行结束到达卸载地点停止运动时为止的时间（对于直升机是指自直升机旋翼开始转动至旋翼停止转动的瞬间）||自航空器开始起飞滑跑至着陆滑跑终止的时间（对于直升机是指自直升机起飞离地到着陆接地的瞬间 ）||从航空器起飞进入跑道至着陆脱离跑道的时间（对于直升机是指自直升机旋翼开始转动至旋翼停止转动的瞬间）	1	CCAR-61部第61.7条 定义：(d) 飞行时间，是指航空器为准备起飞而借助自身动力开始移动时起，到飞行结束停止移动时止的总时间。对于直升机是指，从直升机的旋翼开始转动时起到直升机飞行结束停止移动及旋翼停止转动为止的总时间。对于滑翔机是指，不论拖曳与否，从滑翔机为了起飞而开始移动时起到飞行结束停止移动时为止占用的飞行总时间。
160	下列哪些条件的飞行中所取得的飞行时间可以算为转场时间？ {{c1::C}}	在航空器、飞行模拟机或飞行练习器中实施||起降机场为同一个机场||使用了地标领航、推测领航、电子导航设备、无线电设备或其他导航系统航行至着陆地点	3	CCAR-61部第61.7条定义(h) 转场时间，是指在满足下列条件的飞行中所取得的飞行时间： (1) 在航空器中实施； (2) 含有一个非出发地点的着陆点； (3) 使用了地标领航、推测领航、电子导航设备、无线电设备或其他导航系统航行至着陆地点。
161	为满足CCAR61部的训练、考试或者检查要求而使用的飞行模拟机和飞行训练器必须： {{c1::A}}	经局方鉴定并批准用于训练考试||经考试员鉴定，由局方批准用于训练考试||经局方鉴定后可以用于任何训练和考试	1	"第61.11条飞行模拟机和飞行训练器的鉴定和批准：
(a)为满足本规则的训练、考试或者检查要求而使用的飞行模拟机和飞行训练器必须经局方鉴定合格，并经局方批准用于： 
(1) 拟进行的训练、考试和检查；
(2) 每个特定的动作、程序或者机组职能； 
(3) 对于飞行训练器，模拟特定类别和级别的航空器、特定型别航空器、某一型别特定衍生型航空器或一组航空器。"
162	执照申请人参加实践考试，必须在接受实践考试前（  ）个日历月内已通过了必需的理论考试，并出示局方给予的理论考试成绩单。 {{c1::C}}	12||18||24	3	"CCAR-61部第61.39条 实践考试的准考条件：
(a) 申请人参加按本规则颁发执照或者等级所要求的实践考试，应当符合下列规定：(1) 在接受实践考试前24个日历月内已通过了必需的理论考试，并出示局方给予的理论考试成绩单；"
163	执照申请人参加实践考试，授权教员应在其飞行经历记录本上签字，证明该授权教员在申请日期之前的（  ）天内，已对申请人进行了准备实践考试的飞行教学，并且认为该申请人有能力通过考试。 {{c1::A}}	60||90||120	1	"CCAR-61部第61.39条 实践考试的准考条件
(a) 申请人参加按本规则颁发执照或者等级所要求的实践考试，应当符合下列规定：(5) 具有授权教员在其飞行经历记录本上的签字，证明该授权教员在申请日期之前的60天内，已对申请人进行了准备实践考试的飞行教学，并且认为该申请人有能力通过考试；"
164	参加理论考试或实践考试的申请人在参加考试前 {{c1::C}}	应当具有地面教员或飞行教员签注的已完成有关地面理论或飞行训练的证明||应当具有地面教员和飞行教员推荐其参加考试的证明||应当具有地面教员或飞行教员签注的已完成有关地面理论或飞行训练的证明以及推荐其参加考试的证明	3	"关于《民用航空器驾驶员、飞行教员和地面教员合格审定规则》第一次修订的说明  （ 十） 修订后的规则强调了理论考试和实践考试的重要性。 
凡是参加理论考试或实践考试的申请人在参加考试前应当具有地面教员或飞行教员签注的已完成有关地面理论或飞行训练的证明。同时，还应当具有地面教员和飞行教员推荐其参加考试的证明。"
165	"单飞时间是指
①学生驾驶员作为航空器上唯一乘员时的飞行时间可以记作单飞时间。②经局方批准，学生驾驶员在需要一名以上飞行机组成员的飞艇上行使机长职权的飞行时间可以记作单飞时间。 {{c1::B}}"	①||①②||②	2	CCAR-61部第61.51条 飞行经历记录本(c) 在驾驶员飞行经历记录本上记录的下列飞行经历时间可用于申请按本规则颁发的执照或等级，或者用于满足本规则的近期飞行经历要求： (1) 单飞时间：学生驾驶员作为航空器上唯一乘员时的飞行时间才可以记作单飞时间。但是经局方批准，学生驾驶员在需要一名以上飞行机组成员的飞艇上行使机长职权的飞行时间也可以记作单飞时间。
166	"私用、商用或者航线运输驾驶员可将下列飞行时间记作机长飞行经历时间
①在已取得等级的航空器上作为操纵装置的唯一操纵者的飞行时间②作为航空器唯一乘员时的飞行时间③在型号合格审定为或者相应的运行规章要求配备一名以上驾驶员的航空器上担任机长时的飞行时间 {{c1::C}}"	①③||①②||①②③	3	"CCAR-61部第61.51条 飞行经历记录本
(2) 机长飞行经历时间：(i) 在已取得等级的航空器上作为操纵装置的唯一操纵者的飞行时间，但接受授权教员教学的飞行时间除外；作为航空器唯一乘员时的飞行时间；在型号合格审定为或者相应的运行规章要求配备一名以上驾驶员的航空器上担任机长时的飞行时间；作为持有商用驾驶员执照、航线运输驾驶员执照或多人制机组驾驶员执照的驾驶员在型号合格审定为或者相应的运行规章要求配备一名以上驾驶员的航空器上作为副驾驶在机长监视下履行机长职责的飞行时间；"
167	对机长近期一般飞行经历要求是在多少天内，自己操纵至少完成了3次起飞和3次全停着陆？ {{c1::C}}	30天||60天||90天	3	"CCAR-121部第121.461 条 驾驶员的近期经历要求
(a)合格证持有人不得使用任何驾驶员，任何驾驶员也不应在按照本规则运行中担任飞行组必需成员，除非该驾驶员于前90 个日历日之内，在所服务的该型别飞机上，至少已做过三次起飞和着陆。本款要求的起飞和着陆可以在经批准的飞行模拟机上完成，在任一连续的90 个日历日内未能完成要求的三次起飞和着陆的人员，应当按照本条(b)款的规定重新建立近期经历。"
168	获取学生驾驶员执照是否需要通过理论考试？ {{c1::A}}	不需要||需要||需要进行口试	1	CCAR-61部第61.103条 资格要求 符合下列条件的申请人，局方可以为其颁发学生驾驶员执照： (a) 年满16周岁； (b) 5年内无犯罪记录； (c) 能正确读、听、说、写汉语，无影响双向无线电通话的口音和口吃。申请人因某种原因不能满足部分要求的，局方应当在其执照上签注必要的运行限制； (d) 持有局方颁发的现行有效Ⅱ级或者I级体检合格证。
169	某飞行员固定翼执照被吊销后，能否申请旋翼机的执照？ {{c1::C}}	不能||能，可立即申请||能，吊销之日起三年后方可申请	3	CCAR-61部第61.31条 执照和等级的申请与审批：(f) 执照被吊销的，自吊销之日起三年内不得申请本规则规定的任何执照和等级，再次申请时原飞行经历视为无效。
170	在（  ）后，具有复杂气象标准的原国家航空器驾驶员，符合CCAR61航空经历要求的，可以申请在其驾驶员执照上增加仪表等级。 {{c1::C}}	通过CCAR61规定的理论考试||通过CCAR61规定的实践考试||通过CCAR61规定的理论和实践考试	3	CCAR-61部第61.91条 对具有国家航空器驾驶员经历的人员的特殊规定(f) 具有复杂气象标准的原国家航空器驾驶员，符合本规则61.83(d)航空经历要求的，可以申请在其驾驶员执照上增加仪表等级，但应当通过本规则第61.83条要求的理论考试和实践考试。
